ACCT,Steet Name,City,ZIP,Licence Type,Lic Status,Point X,Point Y
284232,Burnt Mills,SILV,20901,ACC,LI,"1,313,388.00","498,475.00"
1076983,Sycamore,TAKO,20912,ACC,EX,"1,311,282.00","476,887.00"
2100817,Carona,SILV,20905,RLU,AP,"1,305,033.00","521,473.00"
1324675,LeBaron,SILV,20902,ACC,LI,"1,308,250.00","502,753.00"
1351656,Lawnsberry,SILV,20901,ACC,LI,"1,312,905.00","490,894.00"
344644,Falmouth,SILV,20904,ACC3,LI,"1,309,933.00","510,374.00"
1007438,Wayne,SILV,20901,RLU,AP,"1,310,324.00","486,521.00"
310775,Orchard,SILV,20904,RLU,AP,"1,313,239.00","515,976.00"
1066415,Carroll,TAKO,20912,ACC,EX,"1,311,439.00","478,653.00"
1066073,Maple,TAKO,20912,RLU,PE,"1,308,792.00","477,904.00"
3161376,Sycamore,TAKO,20912,ACC,EX,"1,311,388.00","476,745.00"
335786,Brantford,SILV,20904,ACC,PE,"1,314,205.00","507,147.00"
1210897,Kerwin,SILV,20901,RLU,AP,"1,307,540.00","496,292.00"
1009461,Bradford,SILV,20901,RLU,AP,"1,310,173.00","487,535.00"
1066927,Maple,TAKO,20912,ACC,EX,"1,311,243.00","481,026.00"
2013903,Pleasant Grove,SILV,20904,RLU,AP,"1,311,087.00","516,324.00"
3069897,Cricket Hil,GERM,20874,RLU,AP,"1,232,394.00","539,844.00"
3145558,Sligo Creek,TAKO,20912,ACC,EX,"1,311,063.00","480,978.00"
3328093,Heartfields,SILV,20904,ACC,EX,"1,314,949.00","503,063.00"
1056028,Colesville,SILV,20910,ACC3,LI,"1,305,635.00","486,902.00"
3163433,Garland,TAKO,20912,RLU,AP,"1,313,959.00","480,261.00"
3168641,Cole,TAKO,20912,ACC,EX,"1,314,605.00","480,857.00"
3175305,Glenside,TAKO,20912,ACC,EX,"1,314,588.00","479,774.00"
1398152,University,SILV,20901,ACC,PE,"1,313,691.00","486,070.00"
335046,Montclair,SILV,20904,RLU,AP,"1,315,741.00","508,471.00"
280245,Nolcrest,SILV,20903,ACC,LI,"1,314,482.00","496,436.00"
1359663,Chester,TAKO,20912,ACC,PE,"1,313,782.00","482,105.00"
333583,Downs,SILV,20904,ACC,LI,"1,317,069.00","507,160.00"
1237247,Dalewood,SILV,20906,RLU,AP,"1,293,533.00","508,390.00"
1179051,Monterrey,WHEA,20902,RLU,AP,"1,294,464.00","501,874.00"
1026591,Upton,KENS,20895,RLU,AP,"1,295,542.00","500,162.00"
1193440,Epping,SILV,20906,RLU,AP,"1,295,101.00","508,168.00"
1027802,West,KENS,20895,ACC,LI,"1,294,182.00","499,726.00"
3144873,Kenton,SILV,20902,RLU,AP,"1,293,668.00","500,691.00"
1180538,Kingtree,SILV,20902,ACC,LI,"1,295,020.00","503,123.00"
1185427,Veirs Mill,SILV,20902,ACC,LI,"1,295,641.00","500,964.00"
1099756,Eccleston,SILV,20902,ACC,PE,"1,298,014.00","493,833.00"
1181486,Arcola,SILV,20910,RLU,AP,"1,297,403.00","502,668.00"
1418730,Louis,SILV,20910,ACC3,LI,"1,299,093.00","487,410.00"
1089336,16TH,SILV,20910,RLU,AP,"1,300,830.00","486,970.00"
1331842,Monticello,SILV,20902,RLU,AP,"1,304,031.00","501,542.00"
1104490,Homestead,SILV,20902,ACC,EX,"1,297,655.00","494,837.00"
1393651,Channing,SILV,20902,ACC,LI,"1,300,731.00","501,453.00"
1177096,Henderson,SILV,20902,RLU,AP,"1,297,509.00","504,195.00"
2412831,Monroe,SILV,20910,ACC,LI,"1,298,970.00","489,197.00"
2650616,Morningmist,SILV,20906,RLU,PE,"1,300,527.00","524,103.00"
1461937,Turnmore,SILV,20906,RLU,AP,"1,299,726.00","515,577.00"
2258768,Ewood,SILV,20906,ACC3,LI,"1,298,349.00","511,712.00"
1003180,Stanton,SILV,20910,ACC,LI,"1,295,385.00","490,287.00"
1394963,Marymont,SILV,20906,ACC,EX,"1,298,946.00","526,213.00"
1431246,Woodland,SILV,20910,ACC,LI,"1,301,756.00","488,284.00"
1955888,Ridgecroft,BRKV,20833,RLU,AP,"1,298,072.00","562,907.00"
1089941,Grace Church,SILV,20910,ACC3,LI,"1,299,775.00","486,434.00"
1396528,Bucknell,SILV,20902,ACC,EX,"1,299,258.00","502,263.00"
2743937,Cutstone,SILV,20905,RLU,AP,"1,304,512.00","522,739.00"
959961,Orebaugh,SILV,20902,RLU,AP,"1,301,929.00","502,989.00"
1417963,Luzerne,SILV,20910,ACC,LI,"1,299,704.00","487,837.00"
1868382,Town Line,SILV,20906,ACC,EX,"1,301,267.00","514,545.00"
1431086,Noyes,SILV,20910,ACC3,LI,"1,304,558.00","485,903.00"
1057991,Tulip,TAKO,20912,ACC3,PE,"1,309,080.00","476,951.00"
1076403,Cedar,TAKO,20912,ACC,EX,"1,308,663.00","478,024.00"
1081160,Ritchie,SILV,20910,RLU,AP,"1,309,613.00","480,627.00"
1367960,Nicholas,SILV,20902,ACC,LI,"1,302,336.00","499,951.00"
1081455,Spruce,TAKO,20912,ACC,EX,"1,309,459.00","476,976.00"
987456,Richmond,SILV,20910,ACC,PE,"1,306,041.00","481,571.00"
2829182,Briggs,SILV,20906,ACC,EX,"1,299,043.00","510,940.00"
990625,Ritchie,SILV,20910,ACC,EX,"1,308,511.00","481,514.00"
1079337,Holly,TAKO,20912,ACC,EX,"1,307,846.00","477,829.00"
1337280,Admiralty,SILV,20910,RLU,AP,"1,301,418.00","490,713.00"
1063968,Park,TAKO,20912,RLU,AP,"1,309,617.00","477,573.00"
1073956,Holly,TAKO,20912,ACC,EX,"1,307,872.00","478,364.00"
1418012,16th,SILV,20910,ACC,EX,"1,300,700.00","487,791.00"
2395597,Silverstone,SILV,20904,RLU,AP,"1,306,208.00","524,233.00"
1065067,Holly,TAKO,20912,RLU,AP,"1,307,992.00","478,589.00"
2540814,Yeatman,SILV,20902,RLU,AP,"1,305,367.00","502,664.00"
1059567,Holly,TAKO,20912,ACC,EX,"1,307,746.00","477,652.00"
2856744,Riviera,SILV,20904,RLU,AP,"1,306,124.00","511,255.00"
1459752,Arbor View,SILV,20902,ACC3,PE,"1,302,933.00","508,400.00"
2813302,Alderton,SILV,20906,RLU,AP,"1,302,634.00","516,179.00"
2676518,Bromley,SILV,20902,RLU,PE,"1,305,271.00","502,567.00"
1048110,Silver Spring,SILV,20910,RLU,AP,"1,307,378.00","482,771.00"
1028555,Deerfield,SILV,20910,RLU,AP,"1,307,548.00","484,243.00"
1077247,Cedar,TAKO,20912,ACC,EX,"1,308,453.00","477,954.00"
1063092,Cedar,TAKO,20912,ACC,EX,"1,308,548.00","477,846.00"
1629330,Brighton Knolls,BRIN,20862,RLU,AP,"1,305,434.00","552,446.00"
2171643,Heather Crest,SILV,20902,ACC,LI,"1,303,157.00","501,746.00"
1351350,Loxford,SILV,20901,ACC,LI,"1,306,748.00","499,382.00"
1075498,Birch,TAKO,20912,ACC,EX,"1,308,418.00","478,036.00"
1030981,St Andrews,SILV,20901,ACC,PE,"1,306,414.00","489,049.00"
951511,Gabel,SILV,20901,ACC,PE,"1,305,005.00","497,706.00"
1107505,Grayson,SILV,20901,RLU,AP,"1,307,146.00","493,241.00"
1059556,Park,TAKO,20912,ACC,EX,"1,309,609.00","477,969.00"
1058927,Hancock,TAKO,20912,RLU,AP,"1,310,037.00","478,030.00"
1011167,Flower,SILV,20901,RLU,AP,"1,310,206.00","487,734.00"
1367470,Hannes,SILV,20901,ACC,LI,"1,308,846.00","498,552.00"
1063833,Grant,TAKO,20912,ACC,EX,"1,310,026.00","478,141.00"
956650,Kemp Mill,SILV,20902,RLU,AP,"1,305,144.00","507,775.00"
3175500,Westmoreland,TAKO,20912,ACC3,LI,"1,310,862.00","474,281.00"
1032466,Cavalier,SILV,20901,ACC3,LI,"1,308,041.00","497,454.00"
1077316,Grant,TAKO,20912,ACC,EX,"1,310,077.00","478,418.00"
1062543,Sherman,TAKO,20912,ACC,EX,"1,310,536.00","479,046.00"
1041302,Silver Spring,SILV,20910,ACC,EX,"1,306,182.00","482,700.00"
2924110,Overton,SILV,20904,RLU,AP,"1,310,126.00","516,417.00"
990658,Chesapeake,SILV,20910,ACC,EX,"1,307,654.00","481,458.00"
1322791,Belgrade,SILV,20902,RLU,PE,"1,305,513.00","500,802.00"
1377104,Reading,SILV,20901,ACC,LI,"1,310,508.00","485,004.00"
313778,Overton,SILV,20904,RLU,AP,"1,308,494.00","515,502.00"
1042853,Pershing,SILV,20910,ACC,EX,"1,306,014.00","485,019.00"
984258,Kemp Mill,SILV,20902,RLU,AP,"1,305,235.00","507,594.00"
1047228,Cedar,SILV,20910,ACC,LI,"1,305,898.00","484,880.00"
2171563,Tucker,ASHT,20861,RLU,AP,"1,312,835.00","537,621.00"
1221845,Gleason,WHEA,20902,RLU,AP,"1,302,699.00","496,631.00"
1048052,Silver Spring,SILV,20910,ACC,PE,"1,306,479.00","482,736.00"
1064006,Sligo Creek,TAKO,20912,ACC,EX,"1,310,685.00","481,961.00"
1379615,University,SILV,20901,RLU,AP,"1,306,864.00","494,866.00"
3219912,Ashton,ASHT,20861,RLU,PE,"1,313,261.00","542,066.00"
1047183,Easley,SILV,20910,RLU,AP,"1,307,082.00","483,368.00"
1163807,Remington,SILV,20902,RLU,AP,"1,308,735.00","505,122.00"
1408172,Browning,TAKO,20912,RLU,AP,"1,312,264.00","483,856.00"
345808,Piping Rock,SILV,20905,RLU,PE,"1,310,393.00","520,620.00"
1685506,Dustin,BURT,20866,RLU,AP,"1,333,009.00","531,328.00"
913913,Comus,CLAR,20871,ACC,LI,"1,217,166.00","575,667.00"
595411,Ridge,BETH,20817,ACC,LI,"1,277,010.00","485,843.00"
1234335,Feldon,SILV,20906,RLU,PE,"1,290,805.00","509,299.00"
1068686,Maple,TAKO,20912,ACC,EX,"1,311,142.00","481,556.00"
3501740,Fairland,SILV,20910,RLU,PE,"1,314,363.00","512,951.00"
2870940,Greenbriar,POTO,20854,RLU,AP,"1,243,860.00","508,698.00"
3253556,Falconcrest,GERM,20874,RLU,AP,"1,229,811.00","540,778.00"
544046,West Virginia,BETH,20814,RLU,AP,"1,285,797.00","482,254.00"
1185770,Veirs Mill,SILV,20902,RLU,AP,"1,294,147.00","501,954.00"
3207058,Springer,BETH,20817,RLU,AP,"1,274,294.00","481,491.00"
586941,Greentree,BETH,20817,RLU,AP,"1,277,972.00","485,867.00"
3520377,Stonington,SILV,20902,RLU,AP,"1,307,025.00","504,826.00"
1058780,Sycamore,TAKO,20912,ACC3,LI,"1,310,905.00","477,362.00"
3595281,Howard Chapel,DAMA,20872,RLU,PE,"1,261,437.00","594,880.00"
3051780,Conrad Spring,BOYD,20841,RLU,AP,"1,220,673.00","568,649.00"
666826,Sinnott,BETH,20817,ACC3,PE,"1,276,063.00","493,564.00"
3356400,Primula,LAYT,20882,RLU,AP,"1,263,566.00","577,739.00"
1734697,River,POTO,20854,ACC,LI,"1,234,361.00","504,840.00"
1336161,Cory,WHEA,20902,RLU,AP,"1,297,216.00","504,879.00"
1825565,Royal Dominion,BETH,20817,RLU,AP,"1,268,452.00","480,358.00"
344074,Eldrid,SILV,20904,ACC3,LI,"1,309,408.00","509,443.00"
709881,Mt Everest,SILV,20906,ACC,LI,"1,295,816.00","528,801.00"
594360,Lowell,BETH,20817,ACC,LI,"1,276,727.00","485,450.00"
1971126,Blue Violet,GAIT,20879,RLU,AP,"1,262,774.00","546,280.00"
1324607,Hyde,SILV,20902,ACC3,PE,"1,306,682.00","502,109.00"
2651371,Kaul,GERM,20876,RLU,AP,"1,252,251.00","559,879.00"
338665,Broadmore,SILV,20904,RLU,AP,"1,315,707.00","510,401.00"
356265,Chartwell,SILV,20904,RLU,AP,"1,307,710.00","511,468.00"
1450728,Queensguard,SILV,20906,ACC3,LI,"1,300,726.00","517,399.00"
1330621,Charlton,SILV,20902,ACC,LI,"1,308,295.00","501,615.00"
891735,Toulone,POTO,20854,RLU,AP,"1,260,066.00","503,058.00"
253732,Schindler,SILV,20903,ACC3,FC,"1,315,135.00","496,411.00"
2535635,Preakness,DAMA,20872,RLU,AP,"1,249,366.00","578,210.00"
1080996,Buffalo,TAKO,20912,RLU,AP,"1,306,680.00","478,591.00"
1148813,Sundale,SILV,20910,ACC3,LI,"1,299,059.00","485,622.00"
310695,Orchard,SILV,20904,RLU,AP,"1,315,351.00","515,684.00"
2043272,Showbarn,DAMA,20872,RLU,AP,"1,253,167.00","580,915.00"
3219650,Iron Gate,ROCK,20854,RLU,PE,"1,256,005.00","493,926.00"
2265525,Hourglass,GERM,20876,ACC,EX,"1,243,919.00","558,046.00"
289198,New Hampshire,SILV,20903,ACC,EX,"1,318,023.00","494,538.00"
336600,Briggs Chaney,SILV,20905,RLU,AP,"1,325,968.00","517,532.00"
468226,Brookville,CHEV,20815,ACC,LI,"1,292,034.00","479,027.00"
502304,Wiscasset,BETH,20816,ACC,PE,"1,275,632.00","473,496.00"
2524665,Holly Leaf,BETH,20817,RLU,AP,"1,258,761.00","480,550.00"
1019403,Dupont,KENS,20895,ACC,LI,"1,291,732.00","496,994.00"
448467,Maryland,BETH,20816,ACC,PE,"1,278,061.00","465,553.00"
271651,Norwood,SILV,20905,ACC,EX,"1,306,531.00","530,584.00"
1252323,Flack,SILV,20906,RLU,AP,"1,297,564.00","507,455.00"
1201005,University,KENS,20895,RLU,AP,"1,293,890.00","498,492.00"
2213954,Wellesley,GLEN,20812,ACC,LI,"1,271,226.00","475,260.00"
474581,Ridgewood,CHEV,20815,RLU,AP,"1,288,585.00","479,582.00"
3051791,Conrad Spring,BOYD,20841,RLU,AP,"1,220,808.00","568,421.00"
2172807,Purcell,POTO,20854,RLU,AP,"1,262,851.00","490,768.00"
711100,Norbrook,OLNE,20832,ACC3,PE,"1,294,822.00","534,056.00"
284983,Mantz,SILV,20903,RLU,AP,"1,318,686.00","496,153.00"
3162861,Central,TAKO,20912,ACC3,PE,"1,313,471.00","479,863.00"
2279340,Oak Hill,SILV,20905,RLU,AP,"1,321,033.00","534,029.00"
1838022,Hidden Valley,SILV,20904,RLU,AP,"1,320,649.00","511,980.00"
265672,Batson,SPEN,20868,RLU,PE,"1,324,483.00","531,220.00"
337808,Solmar,SILV,20904,ACC3,LI,"1,321,758.00","513,937.00"
1890144,Dustin,BURT,20866,RLU,AP,"1,335,980.00","529,416.00"
3004298,Stratford Garden,SILV,20904,ACC,EX,"1,319,936.00","508,898.00"
338200,Broadmore,SILV,20904,ACC,LI,"1,315,156.00","511,287.00"
3134885,Mc Knew,BURT,20866,ACC,PE,"1,334,646.00","523,579.00"
306168,Nolcrest,SILV,20903,RLU,AP,"1,315,341.00","497,856.00"
2214628,Memory,SILV,20904,RLU,AP,"1,328,159.00","509,961.00"
257728,Armond,SILV,20905,RLU,AP,"1,320,227.00","530,037.00"
333685,Eastbourne,SILV,20904,RLU,AP,"1,315,584.00","508,116.00"
250886,Briggs Chaney,SILV,20905,ACC3,LI,"1,324,536.00","517,023.00"
348618,Kathryn,SILV,20904,RLU,AP,"1,314,968.00","503,536.00"
376252,Cabinwood,SILV,20904,ACC3,LI,"1,316,395.00","511,548.00"
286242,Gatewood,SILV,20903,ACC,LI,"1,320,594.00","494,908.00"
3393093,Briggs Chaney,SILV,20905,RLU,AP,"1,325,438.00","516,693.00"
297108,Parham,SILV,20903,RLU,AP,"1,318,300.00","491,030.00"
375554,Cullen,SILV,20905,RLU,AP,"1,319,269.00","519,567.00"
C000208,Daleshire,BURT,20866,ACC,EX,"1,331,765.00","516,529.00"
3159841,Forest Dale,SILV,20903,ACC3,LI,"1,321,388.00","494,174.00"
2421937,Sugar Pine,BURT,20866,RLU,AP,"1,334,198.00","523,116.00"
3052784,Starcrest,SILV,20904,RLU,AP,"1,323,884.00","514,577.00"
2014612,Cabin Creek,BURT,20866,ACC,LI,"1,325,226.00","521,265.00"
3497500,New Hampshire,BRKV,20833,RLU,AP,"1,301,389.00","561,108.00"
337397,Parallel,SILV,20904,ACC,EX,"1,322,351.00","515,644.00"
364232,Bellevue,SILV,20904,ACC,EX,"1,328,362.00","508,053.00"
285761,Parkman,SILV,20903,RLU,AP,"1,316,887.00","494,717.00"
337182,Solmar,SILV,20904,ACC3,LI,"1,321,040.00","513,676.00"
363102,Shanandale,SILV,20904,RLU,PE,"1,324,829.00","508,696.00"
768583,Alden,GAIT,20877,ACC,LI,"1,259,319.00",
1009302,Stockton,SILV,20901,RLU,AP,"1,309,758.00","488,959.00"
1816424,Prince John,BURT,20866,RLU,AP,"1,325,470.00","521,871.00"
3543460,Penny,SILV,20904,RLU,AP,"1,325,512.00","510,551.00"
3746787,Congressional,POTO,20854,RLU,PE,"1,257,100.00","486,407.00"
258632,Graybill,BURT,20866,RLU,AP,"1,330,734.00","523,479.00"
486772,Wilson,BETH,20814,RLU,AP,"1,280,825.00","480,783.00"
321528,Batchelors,SILV,20904,ACC3,LI,"1,322,847.00","515,437.00"
3257053,Novak,BURT,20866,RLU,AP,"1,326,626.00","523,353.00"
481371,Spring,CABI,20818,RLU,AP,"1,265,454.00","477,546.00"
3179176,Ethan Allen,TAKO,20912,ACC,PE,"1,312,529.00","477,470.00"
1888948,Dustin,BURT,20866,RLU,AP,"1,332,710.00","530,961.00"
3450616,Ethel Rose,BOYD,20841,RLU,AP,"1,237,393.00","563,607.00"
2187045,Rising Wind,SILV,20905,ACC3,LI,"1,316,828.00","521,224.00"
2834634,Grassy Knoll,GERM,20874,RLU,AP,"1,248,369.00","551,074.00"
3310260,Polynesian,BOYD,20841,RLU,AP,"1,228,138.00","544,683.00"
3041906,Mocking Bird,DARN,20878,RLU,AP,"1,230,791.00","520,284.00"
1354375,Indian Spring,SILV,20901,ACC,EX,"1,311,389.00","490,629.00"
929246,Woodview,DAMA,20872,RLU,AP,"1,246,611.00","603,918.00"
13786,Goshen,GAIT,20879,RLU,AP,"1,259,662.00","558,737.00"
90487,White Flint,KENS,20895,ACC3,LI,"1,282,411.00","499,963.00"
1075181,Manor,TAKO,20912,ACC,EX,"1,311,068.00","477,722.00"
2535577,Secretariat,DAMA,20872,RLU,AP,"1,248,896.00","578,345.00"
1241581,Randolph,SILV,20902,ACC,LI,"1,291,960.00","506,847.00"
1141036,Parkwood,BETH,20814,ACC3,LI,"1,286,501.00","490,328.00"
1382511,Loree,ROCK,20853,ACC,LI,"1,285,460.00","515,672.00"
505502,Wapakoneta,BETH,20816,ACC,EX,"1,277,416.00","471,965.00"
2867007,Lake Potomac,POTO,20854,RLU,AP,"1,243,015.00","505,423.00"
2672395,Jockey Club,DAMA,20872,RLU,AP,"1,249,384.00","576,855.00"
1307922,Beaver,ROCK,20853,RLU,AP,"1,289,858.00","511,717.00"
728428,Queen Mary,OLNE,20832,RLU,AP,"1,289,910.00","538,262.00"
2703087,Dry Ridge,MONT,20886,RLU,AP,"1,265,000.00","552,315.00"
3381528,Ridge,MTRY,21771,RLU,AP,"1,258,232.00","607,231.00"
134183,Pilgrims,ROCK,20855,ACC,PE,"1,274,924.00","535,952.00"
1040730,Silver Spring,SILV,20910,ACC3,LI,"1,306,244.00","482,451.00"
1119981,Bucknell,SILV,20902,ACC,PE,"1,299,650.00","496,501.00"
3375802,Rosemont,NBTH,20852,RLU,AP,"1,276,038.00","497,745.00"
1225535,Farthing,SILV,20906,ACC,LI,"1,292,795.00","508,395.00"
1154120,Hillridge,KENS,20895,RLU,AP,"1,292,881.00","491,482.00"
589977,Kentbury,BETH,20814,RLU,AP,"1,288,453.00","481,711.00"
469471,Summerfield,CHEV,20815,RLU,AP,"1,292,010.00","475,746.00"
2609997,Meredith,DERW,20855,RLU,AP,"1,279,469.00","551,809.00"
1092972,Arcola,SILV,20902,ACC3,PE,"1,298,563.00","502,887.00"
1481456,Coles Chance,NPOT,20878,RLU,AP,"1,244,454.00","522,256.00"
534253,Greentree,BETH,20817,ACC,LI,"1,280,362.00","485,785.00"
4920,Riggs,LAYT,20882,RLU,AP,"1,280,977.00","561,114.00"
1567761,New Hampshire,ASHT,20861,RLU,AP,"1,307,768.00","544,410.00"
1039002,Thayer,SILV,20910,ACC3,FD,"1,305,896.00","482,933.00"
935225,Kings Valley,GERM,20876,RLU,AP,"1,247,673.00","577,807.00"
984635,Mississippi,SILV,20910,ACC,EX,"1,308,654.00","481,985.00"
1224928,Connecticut,SILV,20906,ACC3,LI,"1,291,351.00","506,745.00"
3331934,Kings Crossing,BOYD,20841,RLU,AP,"1,224,939.00","544,745.00"
1273108,Heathfield,ROCK,20853,RLU,AP,"1,288,017.00","516,924.00"
522005,Delfield,CHEV,20815,RLU,AP,"1,292,754.00","479,741.00"
2741962,Crossland,NPOT,20878,RLU,AP,"1,235,741.00","516,627.00"
2441376,Lake Potomac,POTO,20854,RLU,AP,"1,240,420.00","501,824.00"
1080952,Tulip,TAKO,20912,ACC,EX,"1,308,353.00","477,393.00"
399993,Marmary,GAIT,20878,ACC3,LI,"1,241,987.00","534,975.00"
74658,Macon,ROCK,20852,ACC,EX,"1,285,197.00","504,281.00"
1290661,Greenly,SILV,20906,ACC,EX,"1,289,950.00","507,826.00"
1336434,Judson,SILV,20902,RLU,AP,"1,296,342.00","505,241.00"
946946,Seneca View,GAIT,20882,RLU,AP,"1,265,523.00","582,941.00"
1523995,Thornapple,CHEV,20815,ACC,LI,"1,291,755.00","479,265.00"
637471,Rockhurst,BETH,20817,ACC,EX,"1,276,902.00","491,243.00"
134376,Neilwood,ROCK,20852,RLU,AP,"1,276,922.00","502,117.00"
1292192,Neola,SILV,20906,RLU,AP,"1,290,064.00","510,371.00"
445828,Barrett,BETH,20814,RLU,AP,"1,281,793.00","478,005.00"
3374911,Edwards Ferry,POOL,20837,RLU,PE,"1,180,372.00","528,273.00"
537746,Dorset,CHEV,20815,RLU,AP,"1,286,082.00","473,705.00"
1271838,Adrian,ROCK,20853,RLU,AP,"1,285,998.00","508,348.00"
3316288,Old Baltimore,OLNE,20832,RLU,PE,"1,293,733.00","535,283.00"
852222,Persimmon Tree,POTO,20854,ACC,LI,"1,254,923.00","490,388.00"
3305172,Tapwood,BOYD,20841,RLU,AP,"1,229,213.00","544,155.00"
583231,Greentree,BETH,20817,RLU,AP,"1,273,126.00","488,223.00"
1805487,Watkins,GAIT,20882,RLU,AP,"1,256,641.00","570,622.00"
444733,Bradley,CHEV,20815,ACC,PE,"1,282,992.00","477,262.00"
1159838,East West,SILV,20910,RLU,PE,"1,298,501.00","484,006.00"
1284693,Lantern,SILV,20902,ACC,PE,"1,289,826.00","502,597.00"
1199481,Drumm,KENS,20895,ACC,LI,"1,294,063.00","497,327.00"
697474,Farnham,BETH,20814,ACC3,LI,"1,278,535.00","494,025.00"
559880,Massachusetts,BETH,20816,ACC,LI,"1,279,112.00","471,335.00"
93446,Smoketree,POTO,20854,ACC3,LI,"1,265,623.00","505,095.00"
